path_idx	origin	label	A&B	C=A	C=A&B	C=B	M=A>B	a1	a1a1	a1a1a2	a1a1a2a2	a1a2	a1a2a2	a2	a2a2
6	52	A=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
7	52	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
7	52	A=[a1,a1,a2+a2]	1	3	0	0	3	2	0	0	0	0	0	0	1
7	52	A=[a1,a1+a2+a2]	1	1	0	0	2	1	0	0	0	0	1	0	0
7	52	A=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
1	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
1	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
1	24	A=[a1+a1+a2,a2]	1	1	0	0	2	0	0	1	0	0	0	1	0
1	24	A=[a2];B=[a1+a1+a2]	1	0	0	0	1	0	0	1	0	0	0	1	0
1	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
1	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
2	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
2	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
2	24	A=[a1+a1+a2,a2]	1	1	0	0	2	0	0	1	0	0	0	1	0
2	24	A=[a1+a1+a2];B=[a2]	1	0	0	0	1	0	0	1	0	0	0	1	0
2	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
2	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
3	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
3	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
3	24	A=[a1+a1,a2+a2]	1	1	0	0	2	0	1	0	0	0	0	0	1
3	24	A=[a2+a2];B=[a1+a1]	1	0	0	0	1	0	1	0	0	0	0	0	1
3	24	B=[a1+a1,a2+a2]	1	0	0	1	0	0	1	0	0	0	0	0	1
3	24	B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
4	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
4	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
4	24	A=[a1+a1,a2+a2]	1	1	0	0	2	0	1	0	0	0	0	0	1
4	24	A=[a1+a1];B=[a2+a2]	1	0	0	0	1	0	1	0	0	0	0	0	1
4	24	B=[a1+a1,a2+a2]	1	0	0	1	0	0	1	0	0	0	0	0	1
4	24	B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
5	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
5	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
5	24	A=[a2,a2];B=[a1+a1]	1	1	0	0	2	0	1	0	0	0	0	2	0
5	24	A=[a2+a2];B=[a1+a1]	1	0	0	0	1	0	1	0	0	0	0	0	1
5	24	B=[a1+a1,a2+a2]	1	0	0	1	0	0	1	0	0	0	0	0	1
5	24	B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
6	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
6	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
6	24	A=[a2,a2];B=[a1+a1]	1	1	0	0	2	0	1	0	0	0	0	2	0
6	24	A=[a2];B=[a1+a1,a2]	1	0	0	1	1	0	1	0	0	0	0	2	0
6	24	A=[a2];B=[a1+a1+a2]	1	0	0	0	1	0	0	1	0	0	0	1	0
6	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
6	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
7	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
7	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
7	24	A=[a2,a2];B=[a1+a1]	1	1	0	0	2	0	1	0	0	0	0	2	0
7	24	A=[a2];B=[a1+a1,a2]	1	0	0	1	1	0	1	0	0	0	0	2	0
7	24	B=[a1+a1,a2,a2]	1	0	0	3	0	0	1	0	0	0	0	2	0
7	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
7	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
8	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
8	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
8	24	A=[a2,a2];B=[a1+a1]	1	1	0	0	2	0	1	0	0	0	0	2	0
8	24	A=[a2];B=[a1+a1,a2]	1	0	0	1	1	0	1	0	0	0	0	2	0
8	24	B=[a1+a1,a2,a2]	1	0	0	3	0	0	1	0	0	0	0	2	0
8	24	B=[a1+a1,a2+a2]	1	0	0	1	0	0	1	0	0	0	0	0	1
8	24	B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
9	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
9	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
9	24	A=[a1+a1,a2];B=[a2]	1	1	0	0	2	0	1	0	0	0	0	2	0
9	24	A=[a1+a1+a2];B=[a2]	1	0	0	0	1	0	0	1	0	0	0	1	0
9	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
9	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
10	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
10	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
10	24	A=[a1+a1,a2];B=[a2]	1	1	0	0	2	0	1	0	0	0	0	2	0
10	24	A=[a2];B=[a1+a1,a2]	1	0	0	1	1	0	1	0	0	0	0	2	0
10	24	A=[a2];B=[a1+a1+a2]	1	0	0	0	1	0	0	1	0	0	0	1	0
10	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
10	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
11	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
11	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
11	24	A=[a1+a1,a2];B=[a2]	1	1	0	0	2	0	1	0	0	0	0	2	0
11	24	A=[a2];B=[a1+a1,a2]	1	0	0	1	1	0	1	0	0	0	0	2	0
11	24	B=[a1+a1,a2,a2]	1	0	0	3	0	0	1	0	0	0	0	2	0
11	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
11	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
12	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
12	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
12	24	A=[a1+a1,a2];B=[a2]	1	1	0	0	2	0	1	0	0	0	0	2	0
12	24	A=[a2];B=[a1+a1,a2]	1	0	0	1	1	0	1	0	0	0	0	2	0
12	24	B=[a1+a1,a2,a2]	1	0	0	3	0	0	1	0	0	0	0	2	0
12	24	B=[a1+a1,a2+a2]	1	0	0	1	0	0	1	0	0	0	0	0	1
12	24	B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
13	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
13	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
13	24	A=[a1+a1,a2];B=[a2]	1	1	0	0	2	0	1	0	0	0	0	2	0
13	24	A=[a1+a1];B=[a2,a2]	1	0	0	1	1	0	1	0	0	0	0	2	0
13	24	A=[a1+a1];B=[a2+a2]	1	0	0	0	1	0	1	0	0	0	0	0	1
13	24	B=[a1+a1,a2+a2]	1	0	0	1	0	0	1	0	0	0	0	0	1
13	24	B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
14	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
14	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
14	24	A=[a1+a1,a2];B=[a2]	1	1	0	0	2	0	1	0	0	0	0	2	0
14	24	A=[a1+a1];B=[a2,a2]	1	0	0	1	1	0	1	0	0	0	0	2	0
14	24	B=[a1+a1,a2,a2]	1	0	0	3	0	0	1	0	0	0	0	2	0
14	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
14	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
15	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
15	24	A=[a1+a1,a2,a2]	1	3	0	0	3	0	1	0	0	0	0	2	0
15	24	A=[a1+a1,a2];B=[a2]	1	1	0	0	2	0	1	0	0	0	0	2	0
15	24	A=[a1+a1];B=[a2,a2]	1	0	0	1	1	0	1	0	0	0	0	2	0
15	24	B=[a1+a1,a2,a2]	1	0	0	3	0	0	1	0	0	0	0	2	0
15	24	B=[a1+a1,a2+a2]	1	0	0	1	0	0	1	0	0	0	0	0	1
15	24	B=[a1+a1,a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
16	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
16	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
16	24	A=[a1+a1+a2,a2]	1	1	0	0	2	0	0	1	0	0	0	1	0
16	24	A=[a2];B=[a1+a1+a2]	1	0	0	0	1	0	0	1	0	0	0	1	0
16	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
16	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
17	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
17	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
17	24	A=[a1+a1+a2,a2]	1	1	0	0	2	0	0	1	0	0	0	1	0
17	24	A=[a1+a1+a2];B=[a2]	1	0	0	0	1	0	0	1	0	0	0	1	0
17	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
17	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
18	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
18	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
18	24	A=[a1+a2,a1+a2]	1	1	0	0	2	0	0	0	0	2	0	0	0
18	24	A=[a1+a2];B=[a1+a2]	1	0	0	0	1	0	0	0	0	2	0	0	0
18	24	B=[a1+a2,a1+a2]	1	0	0	1	0	0	0	0	0	2	0	0	0
18	24	B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
19	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
19	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
19	24	A=[a1,a1+a2+a2]	1	1	0	0	2	1	0	0	0	0	1	0	0
19	24	A=[a1+a2+a2];B=[a1]	1	0	0	0	1	1	0	0	0	0	1	0	0
19	24	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
19	24	B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
20	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
20	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
20	24	A=[a1,a1+a2+a2]	1	1	0	0	2	1	0	0	0	0	1	0	0
20	24	A=[a1];B=[a1+a2+a2]	1	0	0	0	1	1	0	0	0	0	1	0	0
20	24	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
20	24	B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
21	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
21	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
21	24	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
21	24	A=[a1+a2+a2];B=[a1]	1	0	0	0	1	1	0	0	0	0	1	0	0
21	24	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
21	24	B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
22	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
22	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
22	24	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
22	24	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
22	24	A=[a2];B=[a1+a1+a2]	1	0	0	0	1	0	0	1	0	0	0	1	0
22	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
22	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
23	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
23	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
23	24	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
23	24	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
23	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
23	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
23	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
24	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
24	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
24	24	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
24	24	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
24	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
24	24	B=[a1+a2,a1+a2]	1	0	0	1	0	0	0	0	0	2	0	0	0
24	24	B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
25	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
25	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
25	24	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
25	24	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
25	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
25	24	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
25	24	B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
26	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
26	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
26	24	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
26	24	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
26	24	A=[a1+a2];B=[a1+a2]	1	0	0	0	1	0	0	0	0	2	0	0	0
26	24	B=[a1+a2,a1+a2]	1	0	0	1	0	0	0	0	0	2	0	0	0
26	24	B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
27	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
27	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
27	24	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
27	24	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
27	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
27	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
27	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
28	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
28	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
28	24	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
28	24	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
28	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
28	24	B=[a1+a2,a1+a2]	1	0	0	1	0	0	0	0	0	2	0	0	0
28	24	B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
29	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
29	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
29	24	A=[a1+a2,a2];B=[a1]	1	1	0	0	2	1	0	0	0	1	0	1	0
29	24	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
29	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
29	24	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
29	24	B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
30	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
30	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
30	24	A=[a1,a2];B=[a1+a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
30	24	A=[a1+a2];B=[a1+a2]	1	0	0	0	1	0	0	0	0	2	0	0	0
30	24	B=[a1+a2,a1+a2]	1	0	0	1	0	0	0	0	0	2	0	0	0
30	24	B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
31	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
31	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
31	24	A=[a1,a2];B=[a1+a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
31	24	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
31	24	A=[a2];B=[a1+a1+a2]	1	0	0	0	1	0	0	1	0	0	0	1	0
31	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
31	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
32	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
32	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
32	24	A=[a1,a2];B=[a1+a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
32	24	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
32	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
32	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
32	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
33	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
33	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
33	24	A=[a1,a2];B=[a1+a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
33	24	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
33	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
33	24	B=[a1+a2,a1+a2]	1	0	0	1	0	0	0	0	0	2	0	0	0
33	24	B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
34	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
34	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
34	24	A=[a1,a2];B=[a1+a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
34	24	A=[a2];B=[a1,a1+a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
34	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
34	24	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
34	24	B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
35	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
35	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
35	24	A=[a1,a2];B=[a1+a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
35	24	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
35	24	A=[a1];B=[a1+a2+a2]	1	0	0	0	1	1	0	0	0	0	1	0	0
35	24	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
35	24	B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
36	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
36	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
36	24	A=[a1,a2];B=[a1+a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
36	24	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
36	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
36	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
36	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
37	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
37	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
37	24	A=[a1,a2];B=[a1+a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
37	24	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
37	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
37	24	B=[a1+a2,a1+a2]	1	0	0	1	0	0	0	0	0	2	0	0	0
37	24	B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
38	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
38	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
38	24	A=[a1,a2];B=[a1+a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
38	24	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
38	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
38	24	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
38	24	B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
39	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
39	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
39	24	A=[a1,a1+a2];B=[a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
39	24	A=[a1+a1+a2];B=[a2]	1	0	0	0	1	0	0	1	0	0	0	1	0
39	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
39	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
40	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
40	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
40	24	A=[a1,a1+a2];B=[a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
40	24	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
40	24	A=[a1+a2];B=[a1+a2]	1	0	0	0	1	0	0	0	0	2	0	0	0
40	24	B=[a1+a2,a1+a2]	1	0	0	1	0	0	0	0	0	2	0	0	0
40	24	B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
41	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
41	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
41	24	A=[a1,a1+a2];B=[a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
41	24	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
41	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
41	24	B=[a1+a1+a2,a2]	1	0	0	1	0	0	0	1	0	0	0	1	0
41	24	B=[a1+a1+a2,a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
42	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
42	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
42	24	A=[a1,a1+a2];B=[a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
42	24	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
42	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
42	24	B=[a1+a2,a1+a2]	1	0	0	1	0	0	0	0	0	2	0	0	0
42	24	B=[a1+a2,a1+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
43	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
43	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
43	24	A=[a1,a1+a2];B=[a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
43	24	A=[a1+a2];B=[a1,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
43	24	B=[a1,a1+a2,a2]	1	0	0	3	0	1	0	0	0	1	0	1	0
43	24	B=[a1,a1+a2+a2]	1	0	0	1	0	1	0	0	0	0	1	0	0
43	24	B=[a1,a1+a2+a2]	0	0	0	0	0	0	0	0	0	0	0	0	0
44	24	A=[a1,a1,a2,a2]	1	6	0	0	4	2	0	0	0	0	0	2	0
44	24	A=[a1,a1+a2,a2]	1	3	0	0	3	1	0	0	0	1	0	1	0
44	24	A=[a1,a1+a2];B=[a2]	1	1	0	0	2	1	0	0	0	1	0	1	0
44	24	A=[a1];B=[a1+a2,a2]	1	0	0	1	1	1	0	0	0	1	0	1	0
